"asi","county","state","X","Y","year","index"
8.25,"Tooele","Utah",-112.946,40.433,1989,6153
14.75,"Tooele","Utah",-113.19,40.082,1989,6154
1.375,"Tooele","Utah",-113.195,40.345,1989,6156
17.8125,"Tooele","Utah",-113.078,40.174,1989,6157
14.3125,"Tooele","Utah",-113.951,40.382,1989,6158
1.375,"Tooele","Utah",-113.203,40.904,1989,6159
17.375,"Tooele","Utah",-113.79,40.096,1989,6160
17.125,"Tooele","Utah",-112.998,40.464,1989,6162
0.9375,"Tooele","Utah",-113.218,40.253,1989,6166
11.125,"Tooele","Utah",-112.892,40.654,1989,6167
14.6875,"Tooele","Utah",-113.292,40.67,1989,6168
14.3125,"Tooele","Utah",-112.581,40.585,1989,6170
8.8125,"Tooele","Utah",-112.777,39.915,1989,6171
12.8125,"Tooele","Utah",-113.156,40.859,1989,6173
12.8125,"Tooele","Utah",-113.915,40.194,1989,6176
0.9375,"Tooele","Utah",-113.417,40.395,1989,6177
7.3125,"Tooele","Utah",-112.831,40.753,1989,6179
17.3125,"Tooele","Utah",-112.708,40.126,1989,6180
1.8125,"Tooele","Utah",-113.214,40.317,1989,6184
1.375,"Tooele","Utah",-113.164,40.359,1989,6186
13.6875,"Tooele","Utah",-114.041,40.066,1989,6188
15.5625,"Tooele","Utah",-114.045,40.391,1989,6189
0.9375,"Tooele","Utah",-113.634,40.471,1989,6191
16.875,"Tooele","Utah",-113.863,40.184,1989,6193
23.8125,"Tooele","Utah",-113.114,40.554,1989,6194
5.9375,"Tooele","Utah",-113.672,39.922,1989,6195
20.25,"Tooele","Utah",-112.779,40.421,1989,6197
27.4375,"Tooele","Utah",-113.897,40.133,1989,6198
22.75,"Tooele","Utah",-113.294,40.198,1989,6200
14.1875,"Tooele","Utah",-112.872,40.83,1989,6202
10.125,"Tooele","Utah",-112.833,40.424,1989,6203
16.8125,"Tooele","Utah",-112.657,40.216,1989,6204
12.125,"Tooele","Utah",-113.156,40.997,1989,6205
0.5,"Tooele","Utah",-113.325,39.961,1989,6206
18.6875,"Tooele","Utah",-113.128,40.845,1989,6207
11,"Tooele","Utah",-112.707,40.159,1989,6208
7.25,"Tooele","Utah",-113.895,40.946,1989,6209
8.1875,"Tooele","Utah",-112.763,40.048,1989,6210
9.6875,"Tooele","Utah",-112.937,40.616,1989,6211
2.25,"Tooele","Utah",-113.712,40.549,1989,6212
16.5625,"Tooele","Utah",-113.648,40.92,1989,6213
24.1875,"Tooele","Utah",-112.994,40.767,1989,6214
10.9375,"Tooele","Utah",-113.126,40.486,1989,6215
0.9375,"Tooele","Utah",-113.382,40.259,1989,6216
0.9375,"Tooele","Utah",-113.413,40.562,1989,6218
0.9375,"Tooele","Utah",-113.478,40.585,1989,6219
14.0625,"Tooele","Utah",-113.829,40.909,1989,6220
0.9375,"Tooele","Utah",-113.172,40.408,1989,6222
21.6875,"Tooele","Utah",-113.792,40.945,1989,6224
18.6875,"Tooele","Utah",-114.007,40.172,1989,6225
1.8125,"Tooele","Utah",-113.129,40.298,1989,6226
12.5625,"Tooele","Utah",-113.083,40.404,1989,6228
14.25,"Tooele","Utah",-112.605,40.224,1989,6229
11.9375,"Tooele","Utah",-112.864,40.811,1989,6231
5.25,"Tooele","Utah",-113.287,40.573,1989,6232
0.9375,"Tooele","Utah",-113.581,40.49,1989,6233
3.5625,"Tooele","Utah",-112.993,40.816,1989,6234
8.6875,"Tooele","Utah",-113.967,40.813,1989,6236
1.375,"Tooele","Utah",-113.125,40.245,1989,6237
0.9375,"Tooele","Utah",-113.529,40.344,1989,6238
0.9375,"Tooele","Utah",-113.499,40.533,1989,6239
8.6875,"Tooele","Utah",-112.914,40.055,1989,6241
6.8125,"Tooele","Utah",-113.003,40.28,1989,6242
10.375,"Tooele","Utah",-114.007,40.188,1989,6243
5.9375,"Tooele","Utah",-112.786,40.109,1989,6246
1.8125,"Tooele","Utah",-113.502,40.705,1989,6247
14.4375,"Tooele","Utah",-112.836,40.26,1989,6248
12.8125,"Pershing","Nevada",-118.152,40.015,1989,6249
14.375,"Pershing","Nevada",-118.483,40.68,1989,6250
11.25,"Pershing","Nevada",-118.972,40.07,1989,6251
15.5625,"Pershing","Nevada",-117.882,40.328,1989,6252
20.3125,"Pershing","Nevada",-117.863,40.36,1989,6253
14.25,"Pershing","Nevada",-119.012,40.792,1989,6254
10.625,"Pershing","Nevada",-118.196,40.294,1989,6255
8.125,"Pershing","Nevada",-117.626,40.037,1989,6256
6.875,"Pershing","Nevada",-118.928,40.487,1989,6257
20.125,"Pershing","Nevada",-117.601,40.499,1989,6258
6.25,"Pershing","Nevada",-119.064,40.418,1989,6259
18.6875,"Pershing","Nevada",-118.642,40.432,1989,6260
18.75,"Pershing","Nevada",-118.081,40.54,1989,6261
2.8125,"Pershing","Nevada",-119.285,40.879,1989,6263
13.1875,"Pershing","Nevada",-118.098,40.474,1989,6264
17.9375,"Pershing","Nevada",-118.627,40.417,1989,6265
3.9375,"Pershing","Nevada",-117.407,40.664,1989,6266
15.8125,"Pershing","Nevada",-117.897,40.099,1989,6267
13.375,"Pershing","Nevada",-118.691,40.092,1989,6268
24.9375,"Pershing","Nevada",-117.602,40.191,1989,6269
14,"Pershing","Nevada",-118.562,40.831,1989,6270
21.5625,"Pershing","Nevada",-117.377,40.51,1989,6271
20.4375,"Pershing","Nevada",-118.335,40.798,1989,6272
14.4375,"Pershing","Nevada",-118.023,40.699,1989,6273
17.8125,"Pershing","Nevada",-118.102,40.617,1989,6274
8.9375,"Pershing","Nevada",-119.057,40.742,1989,6275
22,"Pershing","Nevada",-118.198,40.56,1989,6277
10.1875,"Pershing","Nevada",-118.761,40.464,1989,6278
9.625,"Pershing","Nevada",-119.173,40.563,1989,6279
20.125,"Pershing","Nevada",-117.777,40.832,1989,6280
21.125,"Pershing","Nevada",-117.463,40.552,1989,6281
21.6875,"Pershing","Nevada",-118.066,40.49,1989,6282
10.8125,"Pershing","Nevada",-117.73,40.05,1989,6283
17.6875,"Pershing","Nevada",-118.652,40.675,1989,6284
6.375,"Pershing","Nevada",-118.021,40.221,1989,6285
11,"Pershing","Nevada",-117.716,40.1,1989,6286
7.125,"Pershing","Nevada",-119.184,40.111,1989,6287
17.5625,"Pershing","Nevada",-117.715,40.832,1989,6288
11.5,"Pershing","Nevada",-119.285,40.092,1989,6289
21.1875,"Pershing","Nevada",-117.908,40.444,1989,6290
13.125,"Pershing","Nevada",-118.638,40.465,1989,6291
14,"Pershing","Nevada",-118.195,40.376,1989,6292
20.125,"Pershing","Nevada",-118.544,40.427,1989,6293
13.8125,"Pershing","Nevada",-118.434,40.032,1989,6295
12,"Pershing","Nevada",-118.687,40.645,1989,6296
9.375,"Pershing","Nevada",-118.965,40.374,1989,6297
9.5,"Pershing","Nevada",-118.755,40.721,1989,6298
21.75,"Pershing","Nevada",-117.92,40.109,1989,6299
16.25,"Pershing","Nevada",-117.609,40.611,1989,6300
19.8125,"Pershing","Nevada",-117.92,40.108,1989,6301
10.75,"Pershing","Nevada",-118.062,40.609,1989,6302
7.9375,"Pershing","Nevada",-118.474,40.376,1989,6303
10.8125,"Pershing","Nevada",-119.039,40.249,1989,6305
12.625,"Pershing","Nevada",-117.849,40.578,1989,6306
17.6875,"Pershing","Nevada",-118.039,40.811,1989,6307
20.375,"Pershing","Nevada",-117.869,40.486,1989,6309
21.4375,"Pershing","Nevada",-117.419,40.285,1989,6310
13.375,"Pershing","Nevada",-118.018,40.712,1989,6311
12.0625,"Pershing","Nevada",-118.392,40.774,1989,6312
21.5625,"Pershing","Nevada",-117.406,40.439,1989,6314
15.5,"Pershing","Nevada",-118.172,40.738,1989,6315
17.875,"Pershing","Nevada",-117.548,40.542,1989,6317
15.8125,"Pershing","Nevada",-117.541,40.53,1989,6318
14.875,"Pershing","Nevada",-118.219,40.301,1989,6320
11.3125,"Pershing","Nevada",-118.015,40.855,1989,6321
6.875,"Pershing","Nevada",-118.245,40.005,1989,6322
7.8125,"Pershing","Nevada",-119.178,40.331,1989,6323
10.375,"Pershing","Nevada",-118.883,40.772,1989,6324
0.9375,"Pershing","Nevada",-118.946,40.243,1989,6325
15.625,"Pershing","Nevada",-118.727,40.322,1989,6326
17.9375,"Pershing","Nevada",-118.386,40.731,1989,6327
6.8125,"Pershing","Nevada",-119.251,40.694,1989,6328
18.9375,"Pershing","Nevada",-118.352,40.198,1989,6329
11.5,"Pershing","Nevada",-118.828,40.206,1989,6330
10.5625,"Pershing","Nevada",-118.948,40.108,1989,6331
22.5,"Pershing","Nevada",-117.491,40.513,1989,6332
1.375,"Pershing","Nevada",-118.022,40.407,1989,6333
6.9375,"Pershing","Nevada",-118.721,40.055,1989,6334
0.9375,"Pershing","Nevada",-118.919,40.871,1989,6335
16.1875,"Pershing","Nevada",-118.868,40.522,1989,6336
20.6875,"Pershing","Nevada",-118.486,40.785,1989,6337
7.1875,"Pershing","Nevada",-119.188,40.113,1989,6338
11.125,"Pershing","Nevada",-118.148,40.144,1989,6339
22.375,"Pershing","Nevada",-118.289,40.371,1989,6340
18.5625,"Pershing","Nevada",-118.213,40.206,1989,6341
23.9375,"Pershing","Nevada",-117.994,40.033,1989,6344
17.0625,"Pershing","Nevada",-118.268,40.222,1989,6345
4.8125,"Pershing","Nevada",-119.315,40.219,1989,6346
21.0625,"Pershing","Nevada",-119.193,40.204,1989,6347
0.9375,"Pershing","Nevada",-118.809,40.957,1989,6349
11.875,"Pershing","Nevada",-119.158,40.311,1989,6350
17.4375,"Pershing","Nevada",-117.548,40.341,1989,6351
18.6875,"Pershing","Nevada",-117.542,40.437,1989,6353
8.875,"Pershing","Nevada",-119.063,40.425,1989,6354
12.6875,"Pershing","Nevada",-119.204,40.615,1989,6355
14.6875,"Pershing","Nevada",-119.186,40.206,1989,6356
22.0625,"Pershing","Nevada",-117.41,40.323,1989,6357
29.75,"Pershing","Nevada",-117.511,40.295,1989,6358
21.4375,"Pershing","Nevada",-118.152,40.55,1989,6359
11.5,"Pershing","Nevada",-118.7,40.577,1989,6360
13.0625,"Pershing","Nevada",-118.142,40.794,1989,6361
9.6875,"Pershing","Nevada",-119.18,40.152,1989,6362
14.3125,"Pershing","Nevada",-118.554,40.764,1989,6364
10.0625,"Pershing","Nevada",-118.324,40.753,1989,6366
10.5625,"Pershing","Nevada",-118.465,40.366,1989,6367
13.9375,"Pershing","Nevada",-117.758,40.641,1989,6368
15.5625,"Pershing","Nevada",-118.877,40.738,1989,6369
10.9375,"Pershing","Nevada",-118.976,40.396,1989,6370
0.9375,"Pershing","Nevada",-118.831,40.943,1989,6372
16,"Pershing","Nevada",-118.553,40.585,1989,6373
20.8125,"Pershing","Nevada",-117.888,40.329,1989,6374
6.25,"Pershing","Nevada",-118.345,40.276,1989,6375
3.6875,"Pershing","Nevada",-117.963,40.313,1989,6376
4.25,"Pershing","Nevada",-119.322,40.317,1989,6377
10.5625,"Pershing","Nevada",-119.122,40.276,1989,6378
8.8125,"Pershing","Nevada",-119.141,40.475,1989,6379
19.8125,"Pershing","Nevada",-117.514,40.225,1989,6380
13.75,"Pershing","Nevada",-117.459,40.448,1989,6381
16.1875,"Pershing","Nevada",-117.499,40.176,1989,6382
11.6875,"Pershing","Nevada",-118.802,40.791,1989,6383
9.5,"Pershing","Nevada",-117.769,40.745,1989,6384
16.375,"Pershing","Nevada",-118.277,40.344,1989,6385
7.5625,"Pershing","Nevada",-117.993,40.742,1989,6386
17.625,"Pershing","Nevada",-118.425,40.364,1989,6387
11.6875,"Pershing","Nevada",-118.756,40.056,1989,6388
27.625,"Pershing","Nevada",-118.102,40.8,1989,6389
18.375,"Pershing","Nevada",-117.639,40.622,1989,6390
17.75,"Pershing","Nevada",-117.803,40.792,1989,6391
10.875,"Pershing","Nevada",-118.561,40.183,1989,6392
8.1875,"Pershing","Nevada",-117.796,40.774,1989,6393
14.875,"Pershing","Nevada",-117.504,40.601,1989,6394
5.3125,"Pershing","Nevada",-118.002,40.763,1989,6395
1.5625,"Pershing","Nevada",-118.949,40.922,1989,6396
11.75,"Pershing","Nevada",-118.133,40.77,1989,6397
23.8125,"Pershing","Nevada",-117.667,40.818,1989,6398
20.6875,"Pershing","Nevada",-118.498,40.713,1989,6399
17.75,"Pershing","Nevada",-118.451,40.748,1989,6400
19.625,"Pershing","Nevada",-118.854,40.448,1989,6402
18.5,"Pershing","Nevada",-118.181,40.39,1989,6403
11.625,"Pershing","Nevada",-117.819,40.688,1989,6404
14.125,"Pershing","Nevada",-118.078,40.063,1989,6405
23.3125,"Pershing","Nevada",-117.942,40.527,1989,6406
10.75,"Pershing","Nevada",-118.144,40.125,1989,6407
6.125,"Pershing","Nevada",-117.838,40.554,1989,6408
11.75,"Pershing","Nevada",-117.424,40.576,1989,6409
15.8125,"Pershing","Nevada",-118.626,40.772,1989,6410
21.9375,"Pershing","Nevada",-117.609,40.667,1989,6411
17.8125,"Pershing","Nevada",-117.753,40.499,1989,6412
10.375,"Pershing","Nevada",-118.566,40.241,1989,6413
10.25,"Pershing","Nevada",-117.819,40.215,1989,6414
6.8125,"Pershing","Nevada",-118.773,40.829,1989,6415
17.1875,"Pershing","Nevada",-118.083,40.426,1989,6416
21.75,"Pershing","Nevada",-118.103,40.256,1989,6417
10.375,"Pershing","Nevada",-119.004,40.361,1989,6418
12.4375,"Pershing","Nevada",-118.147,40.799,1989,6419
14.8125,"Pershing","Nevada",-118.838,40.253,1989,6420
17.9375,"Pershing","Nevada",-117.65,40.73,1989,6421
21.8125,"Pershing","Nevada",-118.163,40.182,1989,6422
1.9375,"Pershing","Nevada",-118.998,40.884,1989,6423
9.375,"Pershing","Nevada",-118.464,40.016,1989,6424
21.5,"Pershing","Nevada",-118.578,40.511,1989,6425
7.5625,"Pershing","Nevada",-119.081,40.466,1989,6426
19.5,"Pershing","Nevada",-117.658,40.341,1989,6427
13.4375,"Pershing","Nevada",-118.627,40.169,1989,6428
10.75,"Pershing","Nevada",-117.714,40.027,1989,6429
17.25,"Pershing","Nevada",-118.516,40.786,1989,6430
10.8125,"Pershing","Nevada",-117.848,40.607,1989,6431
17.6875,"Pershing","Nevada",-118.978,40.66,1989,6432
13.5625,"Pershing","Nevada",-117.534,40.587,1989,6433
27.9375,"Rosebud","Montana",-106.483,45.483,1989,6434
18.875,"Rosebud","Montana",-106.623,45.238,1989,6435
17.25,"Rosebud","Montana",-106.404,45.435,1989,6436
37.25,"Rosebud","Montana",-106.251,45.416,1989,6437
28.25,"Rosebud","Montana",-106.449,45.294,1989,6439
27.6875,"Rosebud","Montana",-106.323,45.22,1989,6441
31.375,"Rosebud","Montana",-106.291,45.252,1989,6442
27.3125,"Rosebud","Montana",-106.29,45.327,1989,6443
23.375,"Rosebud","Montana",-106.289,45.289,1989,6444
26.4375,"Rosebud","Montana",-106.549,45.338,1989,6445
10.75,"Rosebud","Montana",-106.751,45.28,1989,6446
25.5625,"Rosebud","Montana",-106.305,45.379,1989,6447
28,"Rosebud","Montana",-106.598,45.221,1989,6448
27.875,"Rosebud","Montana",-106.259,45.453,1989,6452
23.1875,"Rosebud","Montana",-106.568,45.334,1989,6453
27.8125,"Rosebud","Montana",-106.295,45.415,1989,6454
26.3125,"Carter","Montana",-104.188,45.054,1989,6455
35.5,"Carter","Montana",-104.507,45.31,1989,6456
27.375,"Carter","Montana",-104.854,45.325,1989,6457
29.75,"Carter","Montana",-104.836,45.016,1989,6458
34.375,"Carter","Montana",-104.735,45.297,1989,6459
18.5625,"Carter","Montana",-104.667,45.245,1989,6460
18.6875,"Carter","Montana",-104.969,45.416,1989,6461
18.75,"Carter","Montana",-104.896,45.35,1989,6462
31.625,"Carter","Montana",-104.313,45.231,1989,6463
34.1875,"Carter","Montana",-104.54,45.092,1989,6464
33.25,"Carter","Montana",-104.648,45.321,1989,6465
29.875,"Carter","Montana",-104.52,45.38,1989,6467
27.5625,"Carter","Montana",-104.327,45.05,1989,6468
29.9375,"Carter","Montana",-104.149,45.094,1989,6469
31.6875,"Carter","Montana",-104.938,45.196,1989,6470
24.25,"Carter","Montana",-104.659,45.427,1989,6471
20.5,"Carter","Montana",-104.385,45.153,1989,6472
23.75,"Carter","Montana",-104.111,45.347,1989,6474
40.375,"Carter","Montana",-104.875,45.016,1989,6475
33.6875,"Carter","Montana",-104.434,45.131,1989,6476
29.125,"Carter","Montana",-104.931,45.398,1989,6477
30.375,"Carter","Montana",-104.678,45.143,1989,6478
28.375,"Carter","Montana",-104.051,45.282,1989,6479
25.5625,"Carter","Montana",-104.915,45.487,1989,6481
36,"Carter","Montana",-104.6,45.355,1989,6482
48.625,"Carter","Montana",-104.625,45.395,1989,6483
16.875,"Carter","Montana",-104.791,45.401,1989,6484
24.0625,"Carter","Montana",-104.828,45.355,1989,6485
23.875,"Carter","Montana",-104.889,45.428,1989,6486
28.6875,"Carter","Montana",-104.463,45.113,1989,6487
19.75,"Carter","Montana",-104.153,45.169,1989,6488
26.4375,"Carter","Montana",-104.948,45.441,1989,6489
33.1875,"Carter","Montana",-104.494,45.112,1989,6490
19.125,"Carter","Montana",-104.11,45.251,1989,6491
33.8125,"Carter","Montana",-104.571,45.111,1989,6492
27.3125,"Carter","Montana",-104.209,45.397,1989,6493
31.125,"Carter","Montana",-104.938,45.221,1989,6494
35,"Carter","Montana",-104.364,45.254,1989,6495
24.4375,"Carter","Montana",-104.273,45.321,1989,6496
17.5,"Carter","Montana",-104.911,45.391,1989,6497
27.75,"Carter","Montana",-104.074,45.173,1989,6498
33.6875,"Carter","Montana",-104.169,45.01,1989,6499
30.125,"Carter","Montana",-104.369,45.041,1989,6500
16.5625,"Carter","Montana",-104.738,45.128,1989,6501
19.375,"Carter","Montana",-104.819,45.267,1989,6502
28.5625,"Carter","Montana",-104.735,45.466,1989,6503
22.75,"Carter","Montana",-104.337,45.416,1989,6504
30.5625,"Stillwater","Montana",-109.538,45.439,1989,6505
59.0625,"Stillwater","Montana",-109.671,45.446,1989,6507
18.375,"Stillwater","Montana",-109.405,45.465,1989,6509
40.625,"Stillwater","Montana",-109.596,45.444,1989,6510
39.0625,"Stillwater","Montana",-109.614,45.498,1989,6511
25.875,"Stillwater","Montana",-109.654,45.397,1989,6512
23.375,"Big HornMT","Montana",-106.396,45.141,1989,6514
29,"Big HornMT","Montana",-106.487,45.118,1989,6515
14.75,"Big HornMT","Montana",-108.096,45.085,1989,6516
21.8125,"Big HornMT","Montana",-107.014,45.12,1989,6517
18.625,"Big HornMT","Montana",-106.862,45.075,1989,6519
50.125,"Big HornMT","Montana",-107.175,45.332,1989,6520
22.8125,"Big HornMT","Montana",-108.058,45.38,1989,6523
23.625,"Big HornMT","Montana",-106.587,45.105,1989,6525
19.0625,"Big HornMT","Montana",-107.505,45.356,1989,6526
29.125,"Big HornMT","Montana",-106.797,44.997,1989,6527
39.8125,"Big HornMT","Montana",-107.568,45.307,1989,6528
36.3125,"Big HornMT","Montana",-106.982,45.219,1989,6530
43.6875,"Big HornMT","Montana",-108.1,45.391,1989,6531
38.5625,"Big HornMT","Montana",-107.466,45.118,1989,6532
28.75,"Big HornMT","Montana",-107.778,45.254,1989,6533
32.75,"Big HornMT","Montana",-106.33,45.14,1989,6534
36.5,"Big HornMT","Montana",-108.16,45.277,1989,6535
32.625,"Big HornMT","Montana",-106.455,45.055,1989,6536
36,"Big HornMT","Montana",-107.211,45.258,1989,6537
55.6875,"Big HornMT","Montana",-107.143,45.255,1989,6538
20.75,"Big HornMT","Montana",-108.09,45.418,1989,6539
35.0625,"Big HornMT","Montana",-106.79,45.273,1989,6540
42.625,"Big HornMT","Montana",-107.081,45.261,1989,6544
25.125,"Big HornMT","Montana",-107.702,45.094,1989,6545
27.5625,"Big HornMT","Montana",-106.646,45.171,1989,6546
32.75,"Big HornMT","Montana",-107.991,45.313,1989,6547
42.5625,"Big HornMT","Montana",-107.386,45.013,1989,6549
30.6875,"Big HornMT","Montana",-107.004,45.017,1989,6550
37.25,"Big HornMT","Montana",-107.82,45.129,1989,6551
31.4375,"Big HornMT","Montana",-107.787,45.346,1989,6552
41.1875,"Big HornMT","Montana",-107.339,45.335,1989,6553
24.8125,"Big HornMT","Montana",-106.387,45.035,1989,6554
10.5,"Big HornMT","Montana",-108.065,45.176,1989,6555
27.4375,"Big HornMT","Montana",-108.19,45.017,1989,6556
44.75,"Big HornMT","Montana",-107.198,45.129,1989,6557
34.1875,"Big HornMT","Montana",-107.814,45.118,1989,6558
34.0625,"Big HornMT","Montana",-106.606,45.123,1989,6559
44.6875,"Big HornMT","Montana",-107.682,45.148,1989,6560
36.375,"Big HornMT","Montana",-107.837,45.239,1989,6561
27.75,"Big HornMT","Montana",-106.369,45.009,1989,6563
39.375,"Big HornMT","Montana",-107.554,45.023,1989,6564
19.8125,"Big HornMT","Montana",-106.31,45.032,1989,6565
26.875,"Big HornMT","Montana",-106.533,45.005,1989,6566
30.6875,"Big HornMT","Montana",-107.652,45.128,1989,6567
24.3125,"Big HornMT","Montana",-108.694,45.253,1989,6569
40.1875,"Big HornMT","Montana",-107.427,45.065,1989,6570
43.875,"Big HornMT","Montana",-107.515,45.179,1989,6571
26.9375,"Big HornMT","Montana",-108.197,45.006,1989,6572
32.6875,"Big HornMT","Montana",-108.013,45.317,1989,6573
25.6875,"Big HornMT","Montana",-106.296,45.071,1989,6575
23.6875,"Big HornMT","Montana",-108.003,45.372,1989,6576
21.4375,"Big HornMT","Montana",-106.571,45.043,1989,6577
15.375,"Big HornMT","Montana",-106.998,45.128,1989,6578
24.6875,"Big HornMT","Montana",-106.74,45.027,1989,6579
23.3125,"Big HornMT","Montana",-108.185,45.022,1989,6580
25.3125,"Big HornMT","Montana",-106.55,45.058,1989,6582
32.875,"Big HornMT","Montana",-106.879,45.237,1989,6583
34.875,"Big HornMT","Montana",-107.315,45.211,1989,6584
26.625,"Big HornMT","Montana",-107.763,45.139,1989,6585
51.0625,"Big HornMT","Montana",-107.151,45.086,1989,6587
33.9375,"Big HornMT","Montana",-107.937,45.024,1989,6588
28.9375,"Big HornMT","Montana",-108.642,45.361,1989,6589
43.75,"Big HornMT","Montana",-107.09,45.122,1989,6591
24.125,"Big HornMT","Montana",-107.454,45.264,1989,6592
29.5625,"Big HornMT","Montana",-107.259,45.015,1989,6593
40.8125,"Big HornMT","Montana",-107.671,45.074,1989,6594
48.75,"Big HornMT","Montana",-107.187,45.109,1989,6595
20.625,"Big HornMT","Montana",-106.776,45.205,1989,6596
20.3125,"Big HornMT","Montana",-106.93,45.184,1989,6597
33.0625,"Big HornMT","Wyoming",-107.568,45.001,1989,6598
11.4375,"Harding","South Dakota",-103.902,45.302,1989,6599
34.8125,"Harding","South Dakota",-103.64,45.29,1989,6600
23.8125,"Harding","South Dakota",-103.996,45.215,1989,6601
31.625,"Harding","South Dakota",-103.582,45.267,1989,6602
18.8125,"Powder River","Montana",-105.67,45.345,1989,6604
22.1875,"Powder River","Montana",-105.888,45.068,1989,6605
37.25,"Powder River","Montana",-105.325,45.134,1989,6606
21.5625,"Powder River","Montana",-106.202,45.018,1989,6607
31.1875,"Powder River","Montana",-105.241,45.286,1989,6608
27.25,"Powder River","Montana",-105.921,45.152,1989,6610
37.75,"Powder River","Montana",-105.59,45.142,1989,6612
30.5,"Powder River","Montana",-106.177,45.314,1989,6613
13,"Powder River","Montana",-105.592,45.239,1989,6614
30.3125,"Powder River","Montana",-105.388,45.254,1989,6616
34.5,"Powder River","Montana",-105.837,45.374,1989,6617
28,"Powder River","Montana",-105.908,45.32,1989,6618
36.8125,"Powder River","Montana",-105.57,45.076,1989,6619
21.9375,"Powder River","Montana",-105.909,45.15,1989,6620
25.5,"Powder River","Montana",-106.127,45.036,1989,6622
18.625,"Powder River","Montana",-105.953,45.093,1989,6623
20.875,"Powder River","Montana",-105.946,45.315,1989,6625
22,"Powder River","Montana",-105.282,45.23,1989,6626
24.9375,"Powder River","Montana",-106.215,45.145,1989,6627
26.625,"Powder River","Montana",-106.145,45.018,1989,6628
9.6875,"Powder River","Montana",-105.605,45.001,1989,6629
32.5,"Powder River","Montana",-106.105,45.224,1989,6630
27.6875,"Powder River","Montana",-105.346,45.091,1989,6631
21.375,"Powder River","Montana",-106.039,44.998,1989,6632
22.9375,"Powder River","Montana",-106.23,45.195,1989,6633
17.125,"Powder River","Montana",-105.497,45.244,1989,6634
18,"Powder River","Montana",-105.941,45.174,1989,6635
37.125,"Powder River","Montana",-105.193,45.152,1989,6636
28.9375,"Powder River","Montana",-105.372,45.291,1989,6637
19.1875,"Powder River","Montana",-105.176,45.21,1989,6638
37.5,"Powder River","Montana",-105.993,45.226,1989,6639
27.3125,"Powder River","Montana",-106.177,45.418,1989,6640
25.8125,"Powder River","Montana",-106.212,45.208,1989,6641
18.8125,"Powder River","Montana",-105.693,45.272,1989,6642
36.125,"Powder River","Montana",-106.109,45.321,1989,6644
30.875,"Powder River","Montana",-106.11,45.14,1989,6645
31.5625,"Powder River","Montana",-105.481,45.083,1989,6646
25.8125,"Powder River","Montana",-105.99,45.008,1989,6647
17,"Powder River","Montana",-105.549,45.14,1989,6648
35.0625,"Powder River","Wyoming",-106.166,44.994,1989,6649
21.125,"CarbonMT","Montana",-109.064,45.187,1989,6650
40.3125,"CarbonMT","Montana",-108.476,45.196,1989,6652
12.0625,"CarbonMT","Montana",-109.061,45.069,1989,6655
31.875,"CarbonMT","Montana",-108.866,45.281,1989,6657
26.625,"CarbonMT","Montana",-108.357,45.086,1989,6660
6.5625,"CarbonMT","Montana",-109.009,45.022,1989,6661
25.875,"CarbonMT","Montana",-108.972,45.262,1989,6662
32.375,"CarbonMT","Montana",-109.2,45.443,1989,6663
32.875,"CarbonMT","Montana",-109.303,45.331,1989,6664
20.25,"CarbonMT","Montana",-109.136,45.083,1989,6666
9.5,"CarbonMT","Montana",-108.819,45.146,1989,6667
21.8125,"CarbonMT","Montana",-109.011,45.313,1989,6669
24.0625,"CarbonMT","Montana",-109.294,45.39,1989,6670
31.0625,"CarbonMT","Montana",-109.285,45.273,1989,6671
26.25,"CarbonMT","Montana",-109.203,45.14,1989,6674
21.8125,"CarbonMT","Montana",-108.834,45.214,1989,6675
40.9375,"CarbonMT","Montana",-109.331,45.279,1989,6676
23,"CarbonMT","Montana",-108.751,45.334,1989,6677
20.5625,"CarbonMT","Montana",-108.979,45.4,1989,6678
21.8125,"CarbonMT","Montana",-109.283,45.45,1989,6680
28.3125,"CarbonMT","Montana",-109.161,45.242,1989,6681
41.5,"CarbonMT","Montana",-109.613,45.238,1989,6683
28.3125,"CarbonMT","Montana",-109.26,45.311,1989,6684
14,"CarbonMT","Montana",-109.055,45.101,1989,6686
32.375,"CarbonMT","Montana",-109.099,45.164,1989,6687
24.1875,"CarbonMT","Montana",-109.066,45.189,1989,6688
25.5,"CarbonMT","Montana",-108.868,45.049,1989,6690
19.9375,"CarbonMT","Montana",-108.665,45.066,1989,6691
22.625,"CarbonMT","Montana",-109.038,45.263,1989,6696
21.8125,"CarbonMT","Montana",-109.181,45.011,1989,6698
24.25,"CarbonMT","Montana",-109.325,45.41,1989,6699
25.5,"CarbonMT","Montana",-109.66,45.147,1989,6700
23.4375,"CarbonMT","Montana",-109.323,45.246,1989,6701
20.5,"ButteSD","South Dakota",-103.726,44.645,1989,6703
26.75,"ButteSD","South Dakota",-103.587,45.09,1989,6705
28.6875,"ButteSD","South Dakota",-103.214,45.171,1989,6706
16.8125,"ButteSD","South Dakota",-103.644,44.934,1989,6707
28.5,"ButteSD","South Dakota",-103.299,44.823,1989,6711
36.1875,"ButteSD","South Dakota",-103.817,44.834,1989,6712
30.875,"ButteSD","South Dakota",-103.576,45.013,1989,6713
26.5625,"ButteSD","South Dakota",-103.978,45.212,1989,6714
28.3125,"ButteSD","South Dakota",-103.648,44.848,1989,6715
